Nombre,Plataforma,Lanzamiento,Genero,V_NA,V_EU,V_JP,V_Otros,V_Global,Score,ESRB,Exito
Doom 3 BFG Edition,PC,2012,Shooter,0.0,0.02,0.0,0.0,0.03,59.0,M,0
Angry Birds Trilogy,X360,2012,Action,0.18,0.05,0.0,0.02,0.26,63.0,E,0
Lumines: Electronic Symphony,PSV,2012,Misc,0.09,0.09,0.01,0.04,0.23,83.0,E,0
Spec Ops: The Line,PC,2012,Shooter,0.11,0.09,0.0,0.02,0.23,76.0,M,0
Asura's Wrath,PS3,2012,Action,0.18,0.12,0.06,0.05,0.4,71.0,T,0
NBA 2K13,PS3,2012,Sports,1.73,0.43,0.05,0.27,2.47,90.0,E,1
LEGO Batman 2: DC Super Heroes,X360,2012,Action,0.9,0.61,0.0,0.15,1.66,79.0,E10+,1
Family Guy: Back to the Multiverse,PS3,2012,Action,0.12,0.1,0.0,0.04,0.26,40.0,M,0
Skylanders Giants,Wii,2012,Action,1.48,0.83,0.0,0.21,2.52,78.0,E10+,1
Max Payne 3,X360,2012,Shooter,0.86,0.62,0.01,0.13,1.62,86.0,M,1
Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,0.05,0.03,0.06,0.02,0.16,55.0,T,0
Risen 2: Dark Waters,PC,2012,Role-Playing,0.0,0.19,0.0,0.03,0.22,69.0,M,0
Madden NFL 13,PS3,2012,Sports,2.11,0.22,0.0,0.23,2.56,83.0,E,1
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,0.88,0.26,0.34,0.1,1.58,75.0,E10+,1
Risen 2: Dark Waters,X360,2012,Role-Playing,0.05,0.08,0.0,0.01,0.14,60.0,M,0
F1 2012,PC,2012,Racing,0.01,0.11,0.0,0.02,0.15,80.0,E,0
F1 Race Stars,PC,2012,Racing,0.0,0.02,0.0,0.0,0.02,62.0,E,0
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,0.84,0.76,0.0,0.22,1.82,82.0,T,1
Rayman Origins,3DS,2012,Platform,0.06,0.08,0.0,0.01,0.15,71.0,E10+,0
Game of Thrones,PS3,2012,Role-Playing,0.1,0.1,0.0,0.03,0.24,53.0,M,0
Birds of Steel,X360,2012,Simulation,0.11,0.03,0.0,0.01,0.15,77.0,T,0
Darksiders II,PC,2012,Action,0.03,0.1,0.0,0.02,0.15,81.0,M,0
Hitman: Absolution,PS3,2012,Action,0.59,1.05,0.07,0.44,2.14,83.0,M,1
The Testament of Sherlock Holmes,PS3,2012,Adventure,0.05,0.14,0.0,0.04,0.24,65.0,M,0
Capcom Digital Collection,X360,2012,Action,0.02,0.01,0.0,0.0,0.02,65.0,T,0
Darksiders II,WiiU,2012,Action,0.07,0.07,0.0,0.01,0.15,85.0,M,0
Borderlands 2,PS3,2012,Shooter,1.05,0.72,0.1,0.35,2.23,91.0,M,1
Tropico 4: Modern Times,PC,2012,Strategy,0.0,0.02,0.0,0.0,0.02,78.0,T,0
Birds of Steel,PS3,2012,Simulation,0.1,0.08,0.02,0.03,0.23,73.0,T,0
Mugen Souls,PS3,2012,Role-Playing,0.04,0.02,0.08,0.01,0.15,55.0,T,0
Asura's Wrath,X360,2012,Action,0.15,0.06,0.01,0.02,0.24,71.0,T,0
Hatsune Miku: Project Diva f,PSV,2012,Misc,0.0,0.0,0.23,0.0,0.23,81.0,T,0
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,0.13,0.02,0.06,0.01,0.22,54.0,T,0
DiRT Showdown,X360,2012,Racing,0.08,0.13,0.0,0.02,0.23,75.0,E10+,0
Ys: Memories of Celceta,PSV,2012,Action,0.1,0.01,0.1,0.04,0.24,82.0,T,0
Fire Emblem: Awakening,3DS,2012,Role-Playing,0.9,0.45,0.54,0.13,2.01,92.0,T,1
Paper Mario: Sticker Star,3DS,2012,Role-Playing,1.12,0.41,0.64,0.14,2.3,75.0,E,1
Guild Wars 2,PC,2012,Action,0.96,1.07,0.0,0.27,2.31,90.0,T,1
Hitman: Absolution,PC,2012,Action,0.03,0.17,0.0,0.04,0.24,79.0,M,0
Forza Horizon,X360,2012,Racing,0.82,0.93,0.04,0.18,1.96,85.0,T,1
Resident Evil 6,X360,2012,Shooter,1.12,0.6,0.07,0.16,1.95,67.0,M,1
Ninja Gaiden 3,X360,2012,Action,0.16,0.05,0.03,0.02,0.25,58.0,M,0
Family Guy: Back to the Multiverse,X360,2012,Action,0.14,0.09,0.0,0.02,0.25,39.0,M,0
Grand Slam Tennis 2,PS3,2012,Sports,0.09,0.1,0.0,0.04,0.23,73.0,E,0
Epic Mickey 2: The Power of Two,WiiU,2012,Action,0.13,0.07,0.01,0.02,0.23,57.0,E,0
Max Payne 3,PS3,2012,Shooter,0.59,0.89,0.06,0.3,1.85,87.0,M,1
WWE '13,Wii,2012,Action,0.11,0.02,0.0,0.01,0.15,74.0,T,0
Street Fighter X Tekken,PC,2012,Fighting,0.0,0.02,0.0,0.0,0.02,79.0,T,0
Rabbids Land,WiiU,2012,Misc,0.01,0.01,0.0,0.0,0.03,52.0,E10+,0
Need for Speed: Most Wanted,X360,2012,Racing,0.62,0.78,0.01,0.15,1.56,83.0,T,1
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,0.03,0.0,0.0,0.0,0.03,88.0,M,0
Madden NFL 13,PSV,2012,Sports,0.28,0.0,0.0,0.02,0.3,63.0,E,0
Mass Effect 3,X360,2012,Role-Playing,1.94,0.84,0.03,0.24,3.04,93.0,M,1
WWE '13,PS3,2012,Action,0.51,0.6,0.0,0.25,1.35,76.0,T,1
Borderlands 2,X360,2012,Shooter,1.89,0.88,0.04,0.25,3.05,89.0,M,1
Resident Evil 6,PS3,2012,Shooter,0.88,0.94,0.88,0.4,3.1,74.0,M,1
Mario Party 9,Wii,2012,Misc,1.06,1.09,0.76,0.22,3.13,73.0,E,1
Legasista,PS3,2012,Role-Playing,0.0,0.0,0.04,0.0,0.04,68.0,T,0
Persona 4: Arena,X360,2012,Fighting,0.08,0.01,0.03,0.01,0.13,83.0,T,0
Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,0.14,0.13,0.0,0.03,0.3,81.0,M,0
Anarchy Reigns,X360,2012,Action,0.12,0.02,0.02,0.01,0.17,73.0,M,0
Heroes of Ruin,3DS,2012,Role-Playing,0.13,0.07,0.0,0.02,0.21,69.0,T,0
Far Cry 3,PS3,2012,Shooter,0.88,1.7,0.1,0.67,3.35,90.0,M,1
Game Party: Champions,WiiU,2012,Action,0.09,0.03,0.0,0.01,0.13,24.0,E,0
Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,0.0,0.0,0.3,0.0,0.3,49.0,M,0
Assassin's Creed III: Liberation,PSV,2012,Action,0.53,0.48,0.06,0.24,1.32,70.0,M,1
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,0.05,0.1,0.0,0.02,0.17,71.0,M,0
Anarchy Reigns,PS3,2012,Action,0.1,0.03,0.06,0.02,0.2,71.0,M,0
Steel Battalion: Heavy Armor,X360,2012,Misc,0.08,0.02,0.02,0.01,0.13,38.0,M,0
Resident Evil: Operation Raccoon City,PC,2012,Action,0.0,0.03,0.0,0.01,0.04,48.0,M,0
F1 Race Stars,PS3,2012,Racing,0.06,0.19,0.0,0.06,0.32,61.0,E,0
NBA 2K13,WiiU,2012,Sports,0.07,0.04,0.0,0.01,0.13,85.0,E,0
Kid Icarus: Uprising,3DS,2012,Action,0.48,0.35,0.36,0.07,1.27,83.0,E10+,1
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,Role-Playing,0.44,0.29,0.47,0.07,1.27,59.0,E,1
Code of Princess,3DS,2012,Action,0.16,0.0,0.03,0.01,0.2,67.0,T,0
The Secret World,PC,2012,Role-Playing,0.07,0.08,0.0,0.02,0.17,74.0,M,0
The Darkness II,PS3,2012,Shooter,0.14,0.13,0.0,0.05,0.32,79.0,M,0
Silent Hill HD Collection,PS3,2012,Action,0.15,0.1,0.03,0.04,0.32,70.0,M,0
WWE '13,X360,2012,Action,0.72,0.44,0.0,0.11,1.27,78.0,T,1
Skylanders Giants,X360,2012,Action,0.75,0.44,0.0,0.11,1.3,80.0,E10+,1
NeverDead,PS3,2012,Shooter,0.06,0.04,0.01,0.02,0.12,50.0,M,0
Time and Eternity,PS3,2012,Role-Playing,0.06,0.03,0.06,0.02,0.17,42.0,T,0
Sorcery,PS3,2012,Action,0.14,0.11,0.0,0.05,0.29,70.0,E10+,0
Sing Party,WiiU,2012,Misc,0.13,0.12,0.0,0.02,0.27,60.0,E10+,0
Risen 2: Dark Waters,PS3,2012,Role-Playing,0.04,0.13,0.01,0.04,0.22,47.0,M,0
F1 Race Stars,X360,2012,Racing,0.07,0.17,0.0,0.02,0.27,64.0,E,0
Angry Birds Trilogy,PS3,2012,Action,0.12,0.02,0.0,0.03,0.16,66.0,E,0
Pro Evolution Soccer 2013,PS3,2012,Sports,0.18,0.63,0.49,0.24,1.53,82.0,E,1
Dishonored,PS3,2012,Action,0.72,0.52,0.04,0.25,1.53,89.0,M,1
Call of Duty: Black Ops II,PC,2012,Shooter,0.64,0.69,0.0,0.19,1.53,74.0,M,1
The Darkness II,PC,2012,Shooter,0.1,0.03,0.0,0.01,0.14,77.0,M,0
Dynasty Warriors 7: Empires,PS3,2012,Action,0.0,0.0,0.14,0.0,0.14,63.0,T,0
LEGO The Lord of the Rings,PC,2012,Action,0.07,0.13,0.0,0.03,0.22,80.0,E10+,0
Ridge Racer Unbounded,PC,2012,Racing,0.0,0.02,0.0,0.0,0.02,72.0,T,0
Madden NFL 13,X360,2012,Sports,2.53,0.15,0.0,0.17,2.86,81.0,E,1
Fable: The Journey,X360,2012,Role-Playing,0.18,0.08,0.0,0.02,0.28,61.0,T,0
Journey,PS3,2012,Adventure,0.04,0.13,0.0,0.04,0.21,92.0,E,0
Call of Duty Black Ops: Declassified,PSV,2012,Action,0.71,0.43,0.07,0.26,1.47,33.0,M,1
Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,0.93,0.4,0.02,0.12,1.47,79.0,M,1
LEGO The Lord of the Rings,PSV,2012,Action,0.09,0.13,0.0,0.06,0.28,54.0,E10+,0
The Testament of Sherlock Holmes,X360,2012,Adventure,0.0,0.02,0.0,0.0,0.02,64.0,M,0
Marvel Avengers: Battle for Earth,X360,2012,Action,0.02,0.0,0.0,0.0,0.02,62.0,T,0
Your Shape: Fitness Evolved 2013,WiiU,2012,Action,0.06,0.07,0.0,0.01,0.13,76.0,E10+,0
NBA 2K13,X360,2012,Sports,2.6,0.2,0.01,0.19,3.0,88.0,E,1
Mass Effect 3,PS3,2012,Role-Playing,0.63,0.56,0.03,0.2,1.42,93.0,M,1
FIFA Soccer 13,3DS,2012,Action,0.06,0.2,0.0,0.03,0.29,68.0,E,0
Starhawk,PS3,2012,Action,0.18,0.05,0.03,0.03,0.29,77.0,T,0
Medal of Honor: Warfighter,PS3,2012,Action,0.48,0.62,0.06,0.26,1.41,55.0,M,1
Ridge Racer Unbounded,PS3,2012,Racing,0.05,0.09,0.0,0.03,0.17,72.0,T,0
Far Cry 3,X360,2012,Shooter,1.38,1.32,0.02,0.28,3.0,91.0,M,1
Modnation Racers: Road Trip,PSV,2012,Racing,0.15,0.09,0.0,0.04,0.29,62.0,E,0
Armored Core V,X360,2012,Simulation,0.13,0.03,0.04,0.01,0.21,68.0,T,0
Pro Evolution Soccer 2013,X360,2012,Sports,0.08,0.2,0.0,0.03,0.31,82.0,E,0
Binary Domain,X360,2012,Action,0.09,0.06,0.02,0.02,0.19,74.0,M,0
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,0.26,0.14,0.01,0.04,0.44,74.0,T,0
Ninja Gaiden 3,PS3,2012,Action,0.19,0.09,0.11,0.05,0.43,58.0,M,0
Sleeping Dogs,X360,2012,Action,0.38,0.4,0.01,0.08,0.87,80.0,M,0
Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,0.55,0.24,0.01,0.07,0.87,80.0,M,0
FIFA Soccer 13,PSV,2012,Action,0.0,0.28,0.05,0.11,0.44,57.0,E,0
LittleBigPlanet Karting,PS3,2012,Action,0.42,0.3,0.01,0.15,0.87,73.0,E,0
Transformers: Fall of Cybertron,X360,2012,Action,0.28,0.12,0.0,0.04,0.44,79.0,T,0
Rune Factory 4,3DS,2012,Role-Playing,0.32,0.0,0.21,0.03,0.57,78.0,E10+,0
MotorStorm RC,PSV,2012,Racing,0.0,0.04,0.0,0.01,0.06,78.0,E,0
Kirby's Dream Collection: Special Edition,Wii,2012,Action,0.33,0.0,0.33,0.02,0.67,82.0,E10+,0
Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,0.37,0.29,0.09,0.11,0.85,81.0,M,0
Tekken Tag Tournament 2,PS3,2012,Fighting,0.28,0.31,0.13,0.13,0.85,82.0,T,0
The Testament of Sherlock Holmes,PC,2012,Adventure,0.0,0.06,0.0,0.01,0.07,73.0,M,0
Gravity Rush,PSV,2012,Action,0.21,0.17,0.09,0.08,0.56,83.0,T,0
Pro Evolution Soccer 2013,PC,2012,Sports,0.0,0.07,0.0,0.01,0.08,80.0,E,0
Darksiders II,PS3,2012,Action,0.35,0.35,0.01,0.14,0.84,84.0,M,0
 Tales of Xillia 2,PS3,2012,Role-Playing,0.2,0.12,0.45,0.07,0.84,71.0,T,0
Inversion,PS3,2012,Shooter,0.03,0.03,0.0,0.01,0.07,56.0,M,0
NHL 13,X360,2012,Sports,0.51,0.1,0.0,0.05,0.66,83.0,E10+,0
Top Gun: Hard Lock,X360,2012,Action,0.03,0.02,0.0,0.0,0.06,54.0,T,0
Resident Evil: Revelations,3DS,2012,Action,0.3,0.22,0.3,0.05,0.88,82.0,M,0
Doom 3 BFG Edition,PS3,2012,Shooter,0.26,0.21,0.0,0.1,0.57,67.0,M,0
Game of Thrones,PC,2012,Role-Playing,0.0,0.07,0.0,0.01,0.08,58.0,M,0
Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,0.38,0.15,0.0,0.05,0.58,68.0,E,0
Dead or Alive 5,PS3,2012,Fighting,0.23,0.14,0.2,0.07,0.64,74.0,M,0
NHL 13,PS3,2012,Sports,0.33,0.21,0.0,0.09,0.64,84.0,E10+,0
Blades of Time,X360,2012,Action,0.07,0.02,0.0,0.01,0.1,52.0,M,0
Spec Ops: The Line,X360,2012,Shooter,0.21,0.17,0.0,0.04,0.42,76.0,M,0
FIFA Street,X360,2012,Sports,0.17,0.62,0.0,0.1,0.89,77.0,E,0
NASCAR The Game: Inside Line,X360,2012,Racing,0.09,0.0,0.0,0.01,0.1,72.0,E,0
FIFA Soccer,PSV,2012,Sports,0.16,0.32,0.02,0.08,0.58,79.0,E,0
Zone of the Enders HD Collection,PS3,2012,Simulation,0.21,0.07,0.09,0.05,0.42,73.0,M,0
Mortal Kombat,PSV,2012,Fighting,0.42,0.13,0.0,0.1,0.65,85.0,M,0
XCOM: Enemy Unknown,PS3,2012,Strategy,0.24,0.23,0.0,0.1,0.57,89.0,M,0
Max Payne 3,PC,2012,Shooter,0.16,0.22,0.0,0.05,0.43,87.0,M,0
Just Dance 4,PS3,2012,Misc,0.26,0.11,0.0,0.06,0.43,77.0,E10+,0
NCAA Football 13,PS3,2012,Action,0.82,0.0,0.0,0.07,0.89,79.0,E,0
Devil May Cry HD Collection,X360,2012,Action,0.28,0.11,0.01,0.03,0.43,77.0,M,0
Warriors Orochi 3 Hyper,WiiU,2012,Action,0.04,0.02,0.02,0.01,0.08,64.0,T,0
Lollipop Chainsaw,PS3,2012,Action,0.27,0.2,0.11,0.08,0.66,67.0,M,0
NeverDead,X360,2012,Shooter,0.06,0.03,0.0,0.01,0.1,52.0,M,0
Sniper Elite V2,X360,2012,Shooter,0.46,0.28,0.02,0.07,0.84,67.0,M,0
Blades of Time,PS3,2012,Action,0.04,0.03,0.01,0.01,0.1,53.0,M,0
Street Fighter X Tekken,X360,2012,Fighting,0.31,0.1,0.03,0.04,0.47,83.0,T,0
Dragon's Dogma,X360,2012,Role-Playing,0.42,0.23,0.07,0.06,0.79,75.0,M,0
Style Savvy: Trendsetters,3DS,2012,Simulation,0.16,0.02,0.53,0.01,0.73,76.0,E,0
Doom 3 BFG Edition,X360,2012,Shooter,0.28,0.15,0.0,0.04,0.47,67.0,M,0
Lollipop Chainsaw,X360,2012,Action,0.31,0.12,0.02,0.04,0.48,70.0,M,0
[Prototype 2],PS3,2012,Action,0.36,0.28,0.0,0.1,0.74,79.0,M,0
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,0.03,0.01,0.02,0.0,0.06,55.0,M,0
Resident Evil: Operation Raccoon City,X360,2012,Action,0.55,0.14,0.03,0.06,0.77,52.0,M,0
Epic Mickey 2: The Power of Two,X360,2012,Action,0.32,0.15,0.0,0.04,0.51,59.0,E,0
F1 2012,X360,2012,Racing,0.1,0.34,0.0,0.05,0.49,84.0,E,0
SoulCalibur V,PS3,2012,Fighting,0.35,0.23,0.07,0.09,0.75,81.0,T,0
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,0.41,0.28,0.0,0.06,0.75,72.0,E10+,0
Tiger Woods PGA Tour 13,X360,2012,Sports,0.29,0.18,0.0,0.04,0.51,77.0,E,0
Major League Baseball 2K12,X360,2012,Sports,0.47,0.0,0.0,0.03,0.5,68.0,E,0
Earth Defense Force 2017 Portable,PSV,2012,Action,0.0,0.0,0.06,0.0,0.06,68.0,T,0
Steins;Gate,PS3,2012,Adventure,0.01,0.02,0.02,0.01,0.06,83.0,M,0
Unit 13,PSV,2012,Shooter,0.25,0.13,0.04,0.07,0.5,71.0,T,0
Persona 4: Arena,PS3,2012,Fighting,0.3,0.11,0.24,0.07,0.73,86.0,T,0
[Prototype 2],X360,2012,Action,0.48,0.24,0.0,0.07,0.79,74.0,M,0
FIFA Soccer 13,WiiU,2012,Action,0.17,0.27,0.0,0.04,0.47,69.0,E,0
Darksiders II,X360,2012,Action,0.45,0.27,0.0,0.07,0.79,83.0,M,0
Spec Ops: The Line,PS3,2012,Shooter,0.19,0.23,0.04,0.08,0.54,77.0,M,0
SSX,X360,2012,Sports,0.38,0.26,0.0,0.06,0.7,82.0,E,0
PlayStation All-Stars Battle Royale,PSV,2012,Action,0.21,0.14,0.01,0.09,0.45,75.0,T,0
XCOM: Enemy Unknown,PC,2012,Strategy,0.27,0.36,0.0,0.08,0.71,89.0,M,0
Street Fighter X Tekken,PS3,2012,Fighting,0.42,0.21,0.1,0.09,0.83,84.0,T,0
Rayman Origins,PSV,2012,Platform,0.12,0.33,0.0,0.09,0.54,88.0,E10+,0
Inversion,X360,2012,Shooter,0.03,0.02,0.0,0.01,0.06,53.0,M,0
Tiger Woods PGA Tour 13,PS3,2012,Sports,0.24,0.21,0.0,0.08,0.54,75.0,E,0
The Witcher 2: Assassins of Kings,X360,2012,Action,0.48,0.32,0.02,0.08,0.9,88.0,M,0
NASCAR The Game: Inside Line,PS3,2012,Racing,0.07,0.0,0.0,0.01,0.08,76.0,E,0
Devil May Cry HD Collection,PS3,2012,Action,0.42,0.19,0.11,0.09,0.82,74.0,M,0
Dance Central 3,X360,2012,Misc,0.57,0.18,0.0,0.06,0.81,86.0,T,0
Art Academy: Lessons for Everyone,3DS,2012,Action,0.2,0.04,0.21,0.02,0.46,81.0,E,0
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,0.2,0.26,0.3,0.04,0.8,79.0,T,0
Brain Age: Concentration Training,3DS,2012,Puzzle,0.09,0.0,0.0,0.01,0.09,71.0,E,0
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,0.27,0.24,0.14,0.08,0.73,74.0,T,0
Alan Wake,PC,2012,Action,0.0,0.06,0.0,0.01,0.06,83.0,T,0
Epic Mickey 2: The Power of Two,PS3,2012,Action,0.21,0.18,0.0,0.08,0.47,59.0,E,0
Silent Hill: Downpour,PS3,2012,Action,0.21,0.15,0.04,0.06,0.46,64.0,M,0
SoulCalibur V,X360,2012,Fighting,0.39,0.13,0.02,0.04,0.58,77.0,T,0
Theatrhythm: Final Fantasy,3DS,2012,Misc,0.22,0.07,0.18,0.02,0.5,78.0,E10+,0
Assassin's Creed III,PC,2012,Action,0.28,0.53,0.0,0.12,0.93,80.0,M,0
MLB 12: The Show,PS3,2012,Sports,0.86,0.0,0.0,0.06,0.92,87.0,E,0
Angry Birds Trilogy,3DS,2012,Action,0.38,0.2,0.0,0.05,0.63,62.0,E,0
Need for Speed: Most Wanted,PC,2012,Racing,0.0,0.06,0.0,0.02,0.08,82.0,T,0
Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,0.05,0.0,0.05,0.01,0.11,75.0,T,0
Harvest Moon 3D: A New Beginning,3DS,2012,Action,0.41,0.17,0.3,0.05,0.91,74.0,E,0
XCOM: Enemy Unknown,X360,2012,Strategy,0.36,0.21,0.0,0.05,0.62,90.0,M,0
Resistance: Burning Skies,PSV,2012,Shooter,0.18,0.15,0.02,0.06,0.41,60.0,M,0
Yakuza 5,PS3,2012,Action,0.0,0.0,0.59,0.0,0.59,83.0,M,0
SSX,PS3,2012,Sports,0.35,0.41,0.02,0.14,0.91,81.0,E,0
Scribblenauts: Unlimited,3DS,2012,Action,0.56,0.01,0.0,0.05,0.61,73.0,E10+,0
Call of Duty: Black Ops II,WiiU,2012,Shooter,0.2,0.18,0.0,0.03,0.41,81.0,M,0
Borderlands 2,PC,2012,Shooter,0.42,0.41,0.0,0.1,0.93,89.0,M,0
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,0.07,0.0,0.0,0.01,0.07,49.0,T,0
Mario Party: Island Tour,3DS,2013,Misc,0.62,0.64,0.55,0.11,1.92,57.0,E,1
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,0.0,0.0,0.02,0.0,0.02,40.0,M,0
Need for Speed Rivals,PS3,2013,Racing,0.33,0.69,0.05,0.19,1.27,80.0,E10+,1
Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,0.43,0.36,0.32,0.16,1.27,85.0,T,1
Wii Fit U,WiiU,2013,Sports,0.35,0.23,0.21,0.05,0.85,72.0,E,0
Killzone: Shadow Fall,PS4,2013,Shooter,0.89,1.33,0.08,0.39,2.69,73.0,M,1
BioShock Infinite,X360,2013,Shooter,1.22,0.54,0.02,0.16,1.93,93.0,M,1
Disney Infinity,PS3,2013,Action,0.49,0.32,0.0,0.16,0.97,75.0,E10+,0
Dead Island: Riptide,X360,2013,Action,0.44,0.26,0.01,0.07,0.78,57.0,M,0
Terraria,PS3,2013,Action,0.07,0.2,0.09,0.05,0.41,81.0,T,0
Invizimals: The Alliance,PSV,2013,Action,0.0,0.06,0.0,0.02,0.08,69.0,E10+,0
Diablo III,PS3,2013,Role-Playing,0.72,0.75,0.15,0.29,1.91,86.0,M,1
Need for Speed Rivals,XOne,2013,Racing,0.46,0.17,0.0,0.07,0.69,75.0,E10+,0
Resident Evil: Revelations,PC,2013,Action,0.0,0.04,0.0,0.0,0.04,77.0,M,0
Skylanders SWAP Force,PS4,2013,Platform,0.2,0.12,0.0,0.06,0.39,79.0,E10+,0
Sly Cooper: Thieves in Time,PSV,2013,Platform,0.13,0.06,0.0,0.06,0.25,75.0,E10+,0
Need for Speed Rivals,PS4,2013,Racing,0.73,0.92,0.03,0.3,1.98,80.0,E10+,1
Skylanders SWAP Force,3DS,2013,Platform,0.1,0.12,0.0,0.02,0.24,68.0,E10+,0
Sniper Elite V2,WiiU,2013,Shooter,0.0,0.02,0.0,0.0,0.02,58.0,M,0
MLB 13: The Show,PS3,2013,Sports,0.67,0.0,0.0,0.07,0.74,87.0,E,0
NBA 2K14,X360,2013,Sports,2.1,0.19,0.0,0.23,2.52,87.0,E,1
Batman: Arkham Origins,PC,2013,Action,0.13,0.16,0.0,0.02,0.31,74.0,T,0
Killer is Dead,PS3,2013,Action,0.12,0.03,0.05,0.03,0.23,64.0,M,0
Drakengard 3,PS3,2013,Role-Playing,0.1,0.0,0.19,0.02,0.31,61.0,M,0
Angry Birds Star Wars,X360,2013,Strategy,0.16,0.1,0.0,0.02,0.28,59.0,E,0
Army of Two: The Devil's Cartel,PS3,2013,Shooter,0.11,0.11,0.01,0.05,0.28,58.0,M,0
Call of Duty: Ghosts,PS3,2013,Shooter,4.1,3.63,0.38,1.25,9.36,71.0,M,1
Saints Row IV,PS3,2013,Action,0.56,0.41,0.09,0.19,1.25,76.0,M,1
Call of Duty: Ghosts,XOne,2013,Shooter,1.88,0.77,0.0,0.27,2.92,78.0,M,1
Terraria,X360,2013,Action,0.35,0.27,0.0,0.06,0.67,81.0,T,0
Madden NFL 25,PS3,2013,Sports,1.6,0.03,0.0,0.24,1.87,76.0,E,1
Just Dance 2014,WiiU,2013,Misc,0.31,0.23,0.0,0.05,0.6,72.0,E10+,0
Remember Me,PC,2013,Action,0.0,0.05,0.0,0.0,0.06,65.0,M,0
The Bureau: XCOM Declassified,X360,2013,Shooter,0.1,0.1,0.0,0.02,0.21,68.0,M,0
Mugen Souls Z,PS3,2013,Role-Playing,0.02,0.01,0.04,0.01,0.07,57.0,T,0
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,0.57,0.32,0.01,0.08,0.98,82.0,M,0
Ride to Hell,PS3,2013,Racing,0.02,0.01,0.0,0.01,0.04,13.0,M,0
Dead Island: Riptide,PS3,2013,Action,0.26,0.19,0.07,0.09,0.6,62.0,M,0
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,0.0,0.0,0.03,0.0,0.03,65.0,T,0
Aliens: Colonial Marines,X360,2013,Shooter,0.36,0.34,0.0,0.07,0.77,48.0,M,0
One Piece: Unlimited World Red,3DS,2013,Action,0.05,0.04,0.28,0.01,0.39,75.0,T,0
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,0.09,0.05,0.15,0.04,0.33,80.0,M,0
Dead Space 3,X360,2013,Action,0.64,0.26,0.0,0.08,0.98,78.0,M,0
Deadpool,PS3,2013,Action,0.23,0.14,0.0,0.08,0.45,61.0,M,0
Saints Row IV,X360,2013,Action,1.01,0.5,0.01,0.13,1.66,81.0,M,1
Earth Defense Force 2025,X360,2013,Shooter,0.06,0.03,0.05,0.01,0.15,68.0,M,0
Battle Princess of Arcadias,PS3,2013,Role-Playing,0.0,0.0,0.02,0.0,0.02,69.0,T,0
Dead Space 3,PS3,2013,Action,0.44,0.36,0.0,0.16,0.96,76.0,M,0
Resident Evil: Revelations,PS3,2013,Action,0.14,0.29,0.22,0.09,0.74,74.0,M,0
Steins;Gate,PSV,2013,Adventure,0.04,0.04,0.0,0.02,0.1,83.0,M,0
The Bureau: XCOM Declassified,PS3,2013,Shooter,0.08,0.13,0.0,0.04,0.25,69.0,M,0
Batman: Arkham Origins,X360,2013,Action,1.15,0.56,0.0,0.17,1.88,74.0,T,1
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,0.09,0.0,0.03,0.01,0.12,62.0,M,0
Need for Speed Rivals,PC,2013,Racing,0.04,0.19,0.0,0.02,0.25,76.0,E10+,0
Angry Birds Star Wars,PS4,2013,Strategy,0.1,0.08,0.0,0.04,0.21,47.0,E,0
Assassin's Creed IV: Black Flag,PS4,2013,Action,1.07,1.31,0.06,0.42,2.85,83.0,M,1
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,0.32,0.32,0.15,0.15,0.93,77.0,T,0
Remember Me,PS3,2013,Action,0.1,0.17,0.0,0.06,0.32,72.0,M,0
Crysis 3,PS3,2013,Shooter,0.26,0.42,0.03,0.16,0.87,77.0,M,0
Payday 2,PC,2013,Shooter,0.04,0.0,0.0,0.01,0.05,79.0,M,0
GRID 2,X360,2013,Racing,0.08,0.16,0.0,0.03,0.27,78.0,E,0
